lat,lon,Id_Sector,NIVEL_FORMACION,DPTO_IES,METODOLOGIA,GENERO,AREA_CONOCIMIENTO,Año,SECOTR_IES,MATRICULADOS
1.09,-76.37,1,universitaria,putumayo,presencial,hombre,ingeniería arquitectura urbanismo y afines,2015,oficial,11
1.09,-76.37,1,universitaria,putumayo,presencial,hombre,ingeniería arquitectura urbanismo y afines,2016,oficial,14
1.09,-76.37,1,universitaria,putumayo,presencial,hombre,ingeniería arquitectura urbanismo y afines,2017,oficial,34
1.09,-76.37,1,universitaria,putumayo,presencial,mujer,ingeniería arquitectura urbanismo y afines,2015,oficial,8
1.09,-76.37,1,universitaria,putumayo,presencial,mujer,ingeniería arquitectura urbanismo y afines,2016,oficial,10
1.09,-76.37,1,universitaria,putumayo,presencial,mujer,ingeniería arquitectura urbanismo y afines,2017,oficial,47
1.1,-77.16,1,especialización,nariño,presencial,hombre,ciencias de la salud,2015,oficial,6
1.1,-77.16,1,especialización,nariño,presencial,hombre,ciencias de la salud,2016,oficial,19
1.1,-77.16,1,especialización,nariño,presencial,hombre,ciencias de la salud,2017,oficial,40
1.1,-77.16,1,especialización,nariño,presencial,hombre,ciencias de la salud,2018,oficial,42
1.1,-77.16,1,especialización,nariño,presencial,mujer,ciencias de la salud,2015,oficial,15
1.1,-77.16,1,especialización,nariño,presencial,mujer,ciencias de la salud,2016,oficial,46
1.1,-77.16,1,especialización,nariño,presencial,mujer,ciencias de la salud,2017,oficial,109
1.1,-77.16,1,especialización,nariño,presencial,mujer,ciencias de la salud,2018,oficial,110
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias de la educacion,2015,oficial,7
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias de la educacion,2016,oficial,35
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias de la educacion,2017,oficial,42
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias de la salud,2016,oficial,18
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias de la salud,2017,oficial,23
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias de la salud,2018,oficial,32
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias sociales y humanas,2015,oficial,12
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias sociales y humanas,2016,oficial,13
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias sociales y humanas,2017,oficial,22
1.1,-77.16,1,maestria,nariño,presencial,hombre,ciencias sociales y humanas,2018,oficial,22
1.1,-77.16,1,maestria,nariño,presencial,hombre,economía administración contaduría y afines,2015,oficial,4
1.1,-77.16,1,maestria,nariño,presencial,hombre,economía administración contaduría y afines,2016,oficial,33
1.1,-77.16,1,maestria,nariño,presencial,hombre,economía administración contaduría y afines,2017,oficial,30
1.1,-77.16,1,maestria,nariño,presencial,hombre,matematicas y ciencias naturales,2017,oficial,3
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias de la educacion,2015,oficial,7
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias de la educacion,2016,oficial,47
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias de la educacion,2017,oficial,44
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias de la salud,2015,oficial,2
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias de la salud,2016,oficial,52
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias de la salud,2017,oficial,61
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias de la salud,2018,oficial,83
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias sociales y humanas,2015,oficial,8
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias sociales y humanas,2016,oficial,11
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias sociales y humanas,2017,oficial,22
1.1,-77.16,1,maestria,nariño,presencial,mujer,ciencias sociales y humanas,2018,oficial,18
1.1,-77.16,1,maestria,nariño,presencial,mujer,economía administración contaduría y afines,2015,oficial,4
1.1,-77.16,1,maestria,nariño,presencial,mujer,economía administración contaduría y afines,2016,oficial,38
1.1,-77.16,1,maestria,nariño,presencial,mujer,economía administración contaduría y afines,2017,oficial,34
1.1,-77.16,1,maestria,nariño,presencial,mujer,matematicas y ciencias naturales,2017,oficial,19
1.1,-77.16,1,tecnologica,nariño,presencial,hombre,ciencias de la salud,2015,oficial,63
1.1,-77.16,1,tecnologica,nariño,presencial,hombre,ciencias de la salud,2016,oficial,72
1.1,-77.16,1,tecnologica,nariño,presencial,hombre,ciencias de la salud,2017,oficial,59
1.1,-77.16,1,tecnologica,nariño,presencial,hombre,ciencias de la salud,2018,oficial,58
1.1,-77.16,1,tecnologica,nariño,presencial,mujer,ciencias de la salud,2015,oficial,240
1.1,-77.16,1,tecnologica,nariño,presencial,mujer,ciencias de la salud,2016,oficial,271
1.1,-77.16,1,tecnologica,nariño,presencial,mujer,ciencias de la salud,2017,oficial,277
1.1,-77.16,1,tecnologica,nariño,presencial,mujer,ciencias de la salud,2018,oficial,274
1.1,-77.16,1,universitaria,nariño,presencial,hombre,agronomía veterinaria y afines,2015,oficial,473
1.1,-77.16,1,universitaria,nariño,presencial,hombre,agronomía veterinaria y afines,2016,oficial,462
1.1,-77.16,1,universitaria,nariño,presencial,hombre,agronomía veterinaria y afines,2017,oficial,460
1.1,-77.16,1,universitaria,nariño,presencial,hombre,agronomía veterinaria y afines,2018,oficial,440
1.1,-77.16,1,universitaria,nariño,presencial,hombre,bellas artes,2018,oficial,384
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias de la educacion,2015,oficial,55
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias de la educacion,2016,oficial,87
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias de la educacion,2017,oficial,99
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias de la salud,2015,oficial,247
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias de la salud,2016,oficial,295
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias de la salud,2017,oficial,285
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias de la salud,2018,oficial,309
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias sociales y humanas,2015,oficial,311
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias sociales y humanas,2016,oficial,351
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias sociales y humanas,2017,oficial,389
1.1,-77.16,1,universitaria,nariño,presencial,hombre,ciencias sociales y humanas,2018,oficial,425
1.1,-77.16,1,universitaria,nariño,presencial,hombre,matematicas y ciencias naturales,2015,oficial,179
1.1,-77.16,1,universitaria,nariño,presencial,hombre,matematicas y ciencias naturales,2016,oficial,184
1.1,-77.16,1,universitaria,nariño,presencial,hombre,matematicas y ciencias naturales,2017,oficial,172
1.1,-77.16,1,universitaria,nariño,presencial,hombre,matematicas y ciencias naturales,2018,oficial,162
1.1,-77.16,1,universitaria,nariño,presencial,mujer,agronomía veterinaria y afines,2015,oficial,447
1.1,-77.16,1,universitaria,nariño,presencial,mujer,agronomía veterinaria y afines,2016,oficial,527
1.1,-77.16,1,universitaria,nariño,presencial,mujer,agronomía veterinaria y afines,2017,oficial,566
1.1,-77.16,1,universitaria,nariño,presencial,mujer,agronomía veterinaria y afines,2018,oficial,611
1.1,-77.16,1,universitaria,nariño,presencial,mujer,bellas artes,2018,oficial,193
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias de la educacion,2015,oficial,232
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias de la educacion,2016,oficial,340
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias de la educacion,2017,oficial,403
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias de la salud,2015,oficial,238
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias de la salud,2016,oficial,328
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias de la salud,2017,oficial,347
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias de la salud,2018,oficial,381
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias sociales y humanas,2015,oficial,620
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias sociales y humanas,2016,oficial,761
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias sociales y humanas,2017,oficial,904
1.1,-77.16,1,universitaria,nariño,presencial,mujer,ciencias sociales y humanas,2018,oficial,1007
1.1,-77.16,1,universitaria,nariño,presencial,mujer,matematicas y ciencias naturales,2015,oficial,167
1.1,-77.16,1,universitaria,nariño,presencial,mujer,matematicas y ciencias naturales,2016,oficial,178
1.1,-77.16,1,universitaria,nariño,presencial,mujer,matematicas y ciencias naturales,2017,oficial,188
1.1,-77.16,1,universitaria,nariño,presencial,mujer,matematicas y ciencias naturales,2018,oficial,191
1.1,-77.16,2,especialización,nariño,distancia vitual,hombre,ciencias sociales y humanas,2017,privada,10
1.1,-77.16,2,especialización,nariño,distancia vitual,hombre,ciencias sociales y humanas,2018,privada,12
1.1,-77.16,2,especialización,nariño,distancia vitual,mujer,ciencias sociales y humanas,2017,privada,46
1.1,-77.16,2,especialización,nariño,distancia vitual,mujer,ciencias sociales y humanas,2018,privada,65
1.1,-77.16,2,maestria,nariño,presencial,hombre,ciencias de la salud,2015,privada,33
1.1,-77.16,2,maestria,nariño,presencial,hombre,ciencias de la salud,2016,privada,41
1.1,-77.16,2,maestria,nariño,presencial,hombre,ciencias de la salud,2017,privada,27
1.1,-77.16,2,maestria,nariño,presencial,hombre,ciencias de la salud,2018,privada,16
1.1,-77.16,2,maestria,nariño,presencial,hombre,economía administración contaduría y afines,2015,privada,45
1.1,-77.16,2,maestria,nariño,presencial,hombre,economía administración contaduría y afines,2016,privada,55
1.1,-77.16,2,maestria,nariño,presencial,hombre,economía administración contaduría y afines,2017,privada,51
1.1,-77.16,2,maestria,nariño,presencial,mujer,ciencias de la salud,2015,privada,47
1.1,-77.16,2,maestria,nariño,presencial,mujer,ciencias de la salud,2016,privada,47
1.1,-77.16,2,maestria,nariño,presencial,mujer,ciencias de la salud,2017,privada,59
1.1,-77.16,2,maestria,nariño,presencial,mujer,ciencias de la salud,2018,privada,53
1.1,-77.16,2,maestria,nariño,presencial,mujer,economía administración contaduría y afines,2015,privada,42
1.1,-77.16,2,maestria,nariño,presencial,mujer,economía administración contaduría y afines,2016,privada,56
1.1,-77.16,2,maestria,nariño,presencial,mujer,economía administración contaduría y afines,2017,privada,44
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,bellas artes,2015,privada,114
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,bellas artes,2016,privada,64
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,bellas artes,2017,privada,96
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,ciencias de la salud,2015,privada,504
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,ciencias de la salud,2016,privada,434
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,ciencias de la salud,2017,privada,358
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,ciencias de la salud,2018,privada,383
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,economía administración contaduría y afines,2015,privada,80
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,economía administración contaduría y afines,2016,privada,103
1.1,-77.16,2,tecnologica,nariño,presencial,hombre,economía administración contaduría y afines,2017,privada,118
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,bellas artes,2015,privada,85
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,bellas artes,2016,privada,57
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,bellas artes,2017,privada,69
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,ciencias de la salud,2015,privada,986
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,ciencias de la salud,2016,privada,817
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,ciencias de la salud,2017,privada,696
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,ciencias de la salud,2018,privada,665
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,economía administración contaduría y afines,2015,privada,99
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,economía administración contaduría y afines,2016,privada,93
1.1,-77.16,2,tecnologica,nariño,presencial,mujer,economía administración contaduría y afines,2017,privada,116
1.1,-77.16,2,técnico,nariño,presencial,hombre,economía administración contaduría y afines,2015,privada,203
1.1,-77.16,2,técnico,nariño,presencial,hombre,economía administración contaduría y afines,2016,privada,192
1.1,-77.16,2,técnico,nariño,presencial,hombre,economía administración contaduría y afines,2017,privada,212
1.1,-77.16,2,técnico,nariño,presencial,mujer,economía administración contaduría y afines,2015,privada,187
1.1,-77.16,2,técnico,nariño,presencial,mujer,economía administración contaduría y afines,2016,privada,163
1.1,-77.16,2,técnico,nariño,presencial,mujer,economía administración contaduría y afines,2017,privada,201
1.1,-77.16,2,universitaria,nariño,distancia tradicional,hombre,ciencias de la educacion,2015,privada,76
1.1,-77.16,2,universitaria,nariño,distancia tradicional,hombre,ciencias de la educacion,2016,privada,69
1.1,-77.16,2,universitaria,nariño,distancia tradicional,hombre,ciencias de la educacion,2017,privada,50
1.1,-77.16,2,universitaria,nariño,distancia tradicional,mujer,ciencias de la educacion,2015,privada,399
1.1,-77.16,2,universitaria,nariño,distancia tradicional,mujer,ciencias de la educacion,2016,privada,345
1.1,-77.16,2,universitaria,nariño,distancia tradicional,mujer,ciencias de la educacion,2017,privada,279
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ciencias de la salud,2015,privada,356
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ciencias de la salud,2016,privada,455
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ciencias de la salud,2017,privada,504
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ciencias de la salud,2018,privada,539
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ciencias sociales y humanas,2015,privada,577
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ciencias sociales y humanas,2016,privada,693
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ciencias sociales y humanas,2017,privada,793
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ciencias sociales y humanas,2018,privada,835
1.1,-77.16,2,universitaria,nariño,presencial,hombre,economía administración contaduría y afines,2016,privada,51
1.1,-77.16,2,universitaria,nariño,presencial,hombre,economía administración contaduría y afines,2017,privada,108
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ingeniería arquitectura urbanismo y afines,2015,privada,724
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ingeniería arquitectura urbanismo y afines,2016,privada,897
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ingeniería arquitectura urbanismo y afines,2017,privada,1054
1.1,-77.16,2,universitaria,nariño,presencial,hombre,ingeniería arquitectura urbanismo y afines,2018,privada,1135
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ciencias de la salud,2015,privada,1431
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ciencias de la salud,2016,privada,1684
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ciencias de la salud,2017,privada,1796
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ciencias de la salud,2018,privada,1814
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ciencias sociales y humanas,2015,privada,2283
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ciencias sociales y humanas,2016,privada,2588
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ciencias sociales y humanas,2017,privada,2750
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ciencias sociales y humanas,2018,privada,2817
1.1,-77.16,2,universitaria,nariño,presencial,mujer,economía administración contaduría y afines,2016,privada,67
1.1,-77.16,2,universitaria,nariño,presencial,mujer,economía administración contaduría y afines,2017,privada,101
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ingeniería arquitectura urbanismo y afines,2015,privada,189
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ingeniería arquitectura urbanismo y afines,2016,privada,217
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ingeniería arquitectura urbanismo y afines,2017,privada,226
1.1,-77.16,2,universitaria,nariño,presencial,mujer,ingeniería arquitectura urbanismo y afines,2018,privada,216
1.37,-75.36,1,doctorado,caqueta,presencial,hombre,matematicas y ciencias naturales,2015,oficial,9
1.37,-75.36,1,doctorado,caqueta,presencial,hombre,matematicas y ciencias naturales,2016,oficial,5
1.37,-75.36,1,doctorado,caqueta,presencial,hombre,matematicas y ciencias naturales,2017,oficial,4
1.37,-75.36,1,doctorado,caqueta,presencial,mujer,matematicas y ciencias naturales,2015,oficial,16
1.37,-75.36,1,doctorado,caqueta,presencial,mujer,matematicas y ciencias naturales,2016,oficial,7
1.37,-75.36,1,doctorado,caqueta,presencial,mujer,matematicas y ciencias naturales,2017,oficial,3
1.37,-75.36,1,especialización,caqueta,presencial,hombre,agronomía veterinaria y afines,2018,oficial,14
1.37,-75.36,1,maestria,caqueta,presencial,hombre,matematicas y ciencias naturales,2015,oficial,32
1.37,-75.36,1,maestria,caqueta,presencial,hombre,matematicas y ciencias naturales,2016,oficial,23
1.37,-75.36,1,maestria,caqueta,presencial,hombre,matematicas y ciencias naturales,2017,oficial,36
1.37,-75.36,1,maestria,caqueta,presencial,mujer,matematicas y ciencias naturales,2015,oficial,34
1.37,-75.36,1,maestria,caqueta,presencial,mujer,matematicas y ciencias naturales,2016,oficial,37
1.37,-75.36,1,maestria,caqueta,presencial,mujer,matematicas y ciencias naturales,2017,oficial,42
1.37,-75.36,1,tecnologica,caqueta,distancia tradicional,hombre,ciencias de la salud,2015,oficial,17
1.37,-75.36,1,tecnologica,caqueta,distancia tradicional,hombre,ciencias de la salud,2016,oficial,21
1.37,-75.36,1,tecnologica,caqueta,distancia tradicional,hombre,ciencias de la salud,2017,oficial,20
1.37,-75.36,1,tecnologica,caqueta,distancia tradicional,hombre,ciencias de la salud,2018,oficial,7
1.37,-75.36,1,tecnologica,caqueta,distancia tradicional,mujer,ciencias de la salud,2015,oficial,73
1.37,-75.36,1,tecnologica,caqueta,distancia tradicional,mujer,ciencias de la salud,2016,oficial,55
1.37,-75.36,1,tecnologica,caqueta,distancia tradicional,mujer,ciencias de la salud,2017,oficial,39
1.37,-75.36,1,tecnologica,caqueta,distancia tradicional,mujer,ciencias de la salud,2018,oficial,9
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,hombre,ciencias de la educacion,2016,oficial,15
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,hombre,ciencias de la educacion,2017,oficial,5
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,hombre,economía administración contaduría y afines,2015,oficial,75
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,hombre,economía administración contaduría y afines,2016,oficial,93
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,hombre,economía administración contaduría y afines,2017,oficial,112
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,mujer,ciencias de la educacion,2016,oficial,23
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,mujer,ciencias de la educacion,2017,oficial,14
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,mujer,economía administración contaduría y afines,2015,oficial,188
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,mujer,economía administración contaduría y afines,2016,oficial,185
1.37,-75.36,1,universitaria,caqueta,distancia tradicional,mujer,economía administración contaduría y afines,2017,oficial,233
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,agronomía veterinaria y afines,2015,oficial,720
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,agronomía veterinaria y afines,2016,oficial,1212
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,agronomía veterinaria y afines,2017,oficial,1195
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,agronomía veterinaria y afines,2018,oficial,1125
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,ciencias sociales y humanas,2016,oficial,24
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,ciencias sociales y humanas,2017,oficial,102
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,ciencias sociales y humanas,2018,oficial,134
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,matematicas y ciencias naturales,2015,oficial,103
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,matematicas y ciencias naturales,2016,oficial,190
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,matematicas y ciencias naturales,2017,oficial,208
1.37,-75.36,1,universitaria,caqueta,presencial,hombre,matematicas y ciencias naturales,2018,oficial,215
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,agronomía veterinaria y afines,2015,oficial,1169
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,agronomía veterinaria y afines,2016,oficial,841
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,agronomía veterinaria y afines,2017,oficial,865
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,agronomía veterinaria y afines,2018,oficial,857
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,ciencias sociales y humanas,2016,oficial,62
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,ciencias sociales y humanas,2017,oficial,300
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,ciencias sociales y humanas,2018,oficial,418
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,matematicas y ciencias naturales,2015,oficial,236
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,matematicas y ciencias naturales,2016,oficial,182
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,matematicas y ciencias naturales,2017,oficial,180
1.37,-75.36,1,universitaria,caqueta,presencial,mujer,matematicas y ciencias naturales,2018,oficial,174
2.27,-76.37,1,doctorado,cauca,presencial,hombre,matematicas y ciencias naturales,2017,oficial,4
2.27,-76.37,1,doctorado,cauca,presencial,hombre,matematicas y ciencias naturales,2018,oficial,6
2.27,-76.37,1,doctorado,cauca,presencial,mujer,matematicas y ciencias naturales,2017,oficial,6
2.27,-76.37,1,doctorado,cauca,presencial,mujer,matematicas y ciencias naturales,2018,oficial,6
2.27,-76.37,1,especialización,cauca,presencial,hombre,ciencias de la salud,2015,oficial,39
2.27,-76.37,1,especialización,cauca,presencial,hombre,ciencias de la salud,2016,oficial,37
2.27,-76.37,1,especialización,cauca,presencial,hombre,ciencias de la salud,2017,oficial,5
2.27,-76.37,1,especialización,cauca,presencial,hombre,ciencias de la salud,2018,oficial,64
2.27,-76.37,1,especialización,cauca,presencial,hombre,economía administración contaduría y afines,2016,oficial,24
2.27,-76.37,1,especialización,cauca,presencial,hombre,economía administración contaduría y afines,2017,oficial,9
2.27,-76.37,1,especialización,cauca,presencial,hombre,ingeniería arquitectura urbanismo y afines,2015,oficial,42
2.27,-76.37,1,especialización,cauca,presencial,hombre,ingeniería arquitectura urbanismo y afines,2016,oficial,19
2.27,-76.37,1,especialización,cauca,presencial,hombre,ingeniería arquitectura urbanismo y afines,2017,oficial,16
2.27,-76.37,1,especialización,cauca,presencial,mujer,ciencias de la salud,2015,oficial,29
2.27,-76.37,1,especialización,cauca,presencial,mujer,ciencias de la salud,2016,oficial,27
2.27,-76.37,1,especialización,cauca,presencial,mujer,ciencias de la salud,2017,oficial,2
2.27,-76.37,1,especialización,cauca,presencial,mujer,ciencias de la salud,2018,oficial,108
2.27,-76.37,1,especialización,cauca,presencial,mujer,economía administración contaduría y afines,2016,oficial,14
2.27,-76.37,1,especialización,cauca,presencial,mujer,economía administración contaduría y afines,2017,oficial,4
2.27,-76.37,1,especialización,cauca,presencial,mujer,ingeniería arquitectura urbanismo y afines,2015,oficial,8
2.27,-76.37,1,especialización,cauca,presencial,mujer,ingeniería arquitectura urbanismo y afines,2016,oficial,9
2.27,-76.37,1,especialización,cauca,presencial,mujer,ingeniería arquitectura urbanismo y afines,2017,oficial,6
2.27,-76.37,1,maestria,cauca,presencial,hombre,bellas artes,2016,oficial,16
2.27,-76.37,1,maestria,cauca,presencial,hombre,bellas artes,2017,oficial,31
2.27,-76.37,1,maestria,cauca,presencial,hombre,bellas artes,2018,oficial,24
2.27,-76.37,1,maestria,cauca,presencial,hombre,ciencias de la educacion,2015,oficial,72
2.27,-76.37,1,maestria,cauca,presencial,hombre,ciencias de la educacion,2016,oficial,104
2.27,-76.37,1,maestria,cauca,presencial,hombre,ciencias de la educacion,2017,oficial,227
2.27,-76.37,1,maestria,cauca,presencial,hombre,ciencias sociales y humanas,2015,oficial,47
2.27,-76.37,1,maestria,cauca,presencial,hombre,ciencias sociales y humanas,2016,oficial,61
2.27,-76.37,1,maestria,cauca,presencial,hombre,ciencias sociales y humanas,2017,oficial,82
2.27,-76.37,1,maestria,cauca,presencial,hombre,ciencias sociales y humanas,2018,oficial,42
2.27,-76.37,1,maestria,cauca,presencial,hombre,economía administración contaduría y afines,2015,oficial,58
2.27,-76.37,1,maestria,cauca,presencial,hombre,economía administración contaduría y afines,2016,oficial,52
2.27,-76.37,1,maestria,cauca,presencial,hombre,economía administración contaduría y afines,2017,oficial,72
2.27,-76.37,1,maestria,cauca,presencial,hombre,ingeniería arquitectura urbanismo y afines,2016,oficial,12
2.27,-76.37,1,maestria,cauca,presencial,hombre,ingeniería arquitectura urbanismo y afines,2017,oficial,30
2.27,-76.37,1,maestria,cauca,presencial,hombre,ingeniería arquitectura urbanismo y afines,2018,oficial,11
2.27,-76.37,1,maestria,cauca,presencial,hombre,matematicas y ciencias naturales,2015,oficial,31
2.27,-76.37,1,maestria,cauca,presencial,hombre,matematicas y ciencias naturales,2016,oficial,20
2.27,-76.37,1,maestria,cauca,presencial,hombre,matematicas y ciencias naturales,2017,oficial,38
2.27,-76.37,1,maestria,cauca,presencial,hombre,matematicas y ciencias naturales,2018,oficial,12
